iso3_country,sector,subsector,start_time,end_time,gas,emissions_quantity,emissions_quantity_units,temporal_granularity,created_date,modified_date
BEN,power,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_100yr,683925.0,,annual,,
BEN,power,electricity-generation,2023-01-01 00:00:00,2023-12-31 00:00:00,co2e_100yr,683925.0,,annual,,
BEN,power,electricity-generation,2024-01-01 00:00:00,2024-12-31 00:00:00,co2e_100yr,685884.0,,annual,,
BEN,power,electricity-generation,2025-01-01 00:00:00,2025-12-31 00:00:00,co2e_100yr,509645.0,,annual,,
BES,power,electricity-generation,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_100yr,1342518.0,,annual,,
BES,power,electricity-generation,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_100yr,1347294.0,,annual,,
BES,power,electricity-generation,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_100yr,1338042.0,,annual,,
BES,power,electricity-generation,2018-01-01 00:00:00,2018-12-31 00:00:00,co2e_100yr,703462.0,,annual,,
BES,power,electricity-generation,2019-01-01 00:00:00,2019-12-31 00:00:00,co2e_100yr,687541.0,,annual,,
BES,power,electricity-generation,2020-01-01 00:00:00,2020-12-31 00:00:00,co2e_100yr,689424.0,,annual,,
BES,power,electricity-generation,2021-01-01 00:00:00,2021-12-31 00:00:00,co2e_100yr,687541.0,,annual,,
BES,power,electricity-generation,2022-01-01 00:00:00,2022-12-31 00:00:00,co2e_100yr,687541.0,,annual,,
BES,power,electricity-generation,2023-01-01 00:00:00,2023-12-31 00:00:00,co2e_100yr,687541.0,,annual,,
BES,power,electricity-generation,2024-01-01 00:00:00,2024-12-31 00:00:00,co2e_100yr,689424.0,,annual,,
BES,power,electricity-generation,2025-01-01 00:00:00,2025-12-31 00:00:00,co2e_100yr,514243.0,,annual,,
BFA,power,electricity-generation,2015-01-01 00:00:00,2015-12-31 00:00:00,co2e_100yr,765020.0,,annual,,
BFA,power,electricity-generation,2016-01-01 00:00:00,2016-12-31 00:00:00,co2e_100yr,701131.0,,annual,,
BFA,power,electricity-generation,2017-01-01 00:00:00,2017-12-31 00:00:00,co2e_100yr,803188.0,,annual,,
